x,y,h,w,reward,aspect-ratio,overlap,outrange,area_diff
200,149,44,44,-31232.0,-512.0,-30976,0,-256.0
200,148,44,44,-31232.0,-512.0,-30976,0,-256.0
200,148,43,44,-30704.0,-864.0,-30272,0,-432.0
200,147,43,44,-30704.0,-864.0,-30272,0,-432.0
200,146,43,44,-30704.0,-864.0,-30272,0,-432.0
200,145,43,44,-30704.0,-864.0,-30272,0,-432.0
200,144,43,44,-30704.0,-864.0,-30272,0,-432.0
200,143,43,44,-30704.0,-864.0,-30272,0,-432.0
200,142,43,44,-30704.0,-864.0,-30272,0,-432.0
200,141,43,44,-30704.0,-864.0,-30272,0,-432.0
200,141,43,44,-30704.0,-864.0,-30272,0,-432.0
200,140,43,44,-30704.0,-864.0,-30272,0,-432.0
200,139,43,44,-30704.0,-864.0,-30272,0,-432.0
200,139,43,44,-30704.0,-864.0,-30272,0,-432.0
200,138,43,44,-30704.0,-864.0,-30272,0,-432.0
200,137,43,44,-30704.0,-864.0,-30272,0,-432.0
200,136,43,44,-30704.0,-864.0,-30272,0,-432.0
200,135,43,44,-30704.0,-864.0,-30272,0,-432.0
200,134,43,44,-30704.0,-864.0,-30272,0,-432.0
200,133,43,44,-30704.0,-864.0,-30272,0,-432.0
200,132,43,44,-30704.0,-864.0,-30272,0,-432.0
200,131,43,44,-30704.0,-864.0,-30272,0,-432.0
200,130,43,44,-30704.0,-864.0,-30272,0,-432.0
200,129,43,44,-30704.0,-864.0,-30272,0,-432.0
201,129,43,44,-30704.0,-864.0,-30272,0,-432.0
201,128,43,44,-30704.0,-864.0,-30272,0,-432.0
201,127,43,44,-30704.0,-864.0,-30272,0,-432.0
201,126,43,44,-30704.0,-864.0,-30272,0,-432.0
201,126,43,44,-30704.0,-864.0,-30272,0,-432.0
201,126,43,44,-30704.0,-864.0,-30272,0,-432.0
201,126,43,44,-30704.0,-864.0,-30272,0,-432.0
201,126,43,44,-30704.0,-864.0,-30272,0,-432.0
201,126,43,44,-30704.0,-864.0,-30272,0,-432.0
201,126,43,44,-30704.0,-864.0,-30272,0,-432.0
201,126,43,44,-30704.0,-864.0,-30272,0,-432.0
201,125,43,44,-30704.0,-864.0,-30272,0,-432.0
201,124,43,44,-30704.0,-864.0,-30272,0,-432.0
201,123,43,44,-30704.0,-864.0,-30272,0,-432.0
201,122,43,44,-30704.0,-864.0,-30272,0,-432.0
