x,y,h,w,reward,aspect-ratio,overlap,outrange,area_diff
200,150,100,101,-81292.0,0.0,-80892,0,-400.0
200,150,100,102,-82228.0,-800.0,-81428,0,-800.0
200,150,100,103,-83164.0,-1600.0,-81964,0,-1200.0
200,150,100,104,-84100.0,-1600.0,-82500,0,-1600.0
200,150,100,105,-84860.0,-1600.0,-82860,0,-2000.0
200,150,100,106,-85452.0,-2400.0,-83052,0,-2400.0
200,150,100,107,-86032.0,-3200.0,-83232,0,-2800.0
200,150,100,108,-86236.0,-3200.0,-83036,0,-3200.0
200,150,100,109,-86812.0,-3200.0,-83212,0,-3600.0
200,150,99,109,-86552.0,-2368.0,-83388,0,-3164.0
200,150,98,109,-86116.0,-1536.0,-83388,0,-2728.0
200,150,98,110,-86712.0,-1536.0,-83592,0,-3120.0
200,150,98,111,-87104.0,-1536.0,-83592,0,-3512.0
200,150,98,112,-87364.0,-2320.0,-83460,0,-3904.0
200,150,98,113,-87756.0,-2320.0,-83460,0,-4296.0
200,150,98,114,-88148.0,-3104.0,-83460,0,-4688.0
200,150,98,115,-88540.0,-3104.0,-83460,0,-5080.0
200,150,98,116,-88932.0,-3104.0,-83460,0,-5472.0
200,150,98,117,-89324.0,-3888.0,-83460,0,-5864.0
199,150,98,117,-89504.0,-3888.0,-83640,0,-5864.0
199,150,98,118,-89584.0,-4672.0,-83328,0,-6256.0
199,150,98,119,-89976.0,-4672.0,-83328,0,-6648.0
199,150,98,120,-90548.0,-4672.0,-83508,0,-7040.0
199,150,98,121,-90788.0,-5456.0,-83356,0,-7432.0
199,150,98,122,-91028.0,-6240.0,-83204,0,-7824.0
199,150,97,122,-90056.0,-4584.0,-82720,0,-7336.0
199,149,97,122,-89876.0,-4584.0,-82540,0,-7336.0
199,149,96,122,-88904.0,-2944.0,-82056,0,-6848.0
199,148,96,122,-88976.0,-2944.0,-82128,0,-6848.0
199,147,96,122,-88898.0,-2944.0,-82050,0,-6848.0
199,146,96,122,-88820.0,-2944.0,-81972,0,-6848.0
199,145,96,122,-88640.0,-2944.0,-81792,0,-6848.0
199,144,96,122,-88712.0,-2944.0,-81864,0,-6848.0
199,143,96,122,-88532.0,-2944.0,-81684,0,-6848.0
199,142,96,122,-88724.0,-2944.0,-81876,0,-6848.0
199,141,96,122,-88544.0,-2944.0,-81696,0,-6848.0
199,140,96,122,-88616.0,-2944.0,-81768,0,-6848.0
199,139,96,122,-89096.0,-2944.0,-82248,0,-6848.0
199,138,96,122,-88916.0,-2944.0,-82068,0,-6848.0
199,137,96,122,-88556.0,-2944.0,-81708,0,-6848.0
199,136,96,122,-88196.0,-2944.0,-81348,0,-6848.0
199,136,96,123,-88580.0,-2944.0,-81348,0,-7232.0
199,136,96,124,-88964.0,-3712.0,-81348,0,-7616.0
200,136,96,124,-88964.0,-3712.0,-81348,0,-7616.0
201,136,96,124,-88964.0,-3712.0,-81348,0,-7616.0
201,136,96,125,-89502.0,-4480.0,-81502,0,-8000.0
201,136,96,126,-89732.0,-4480.0,-81348,0,-8384.0
201,136,96,127,-89872.0,-4480.0,-81104,0,-8768.0
201,136,96,128,-90012.0,-5248.0,-80860,0,-9152.0
201,136,96,129,-90152.0,-6016.0,-80616,0,-9536.0
201,136,96,130,-90292.0,-6016.0,-80372,0,-9920.0
201,136,96,131,-90432.0,-6016.0,-80128,0,-10304.0
201,136,96,132,-90572.0,-6016.0,-79884,0,-10688.0
201,136,96,133,-90712.0,-6784.0,-79640,0,-11072.0
201,136,96,134,-90852.0,-7552.0,-79396,0,-11456.0
201,136,96,135,-91146.0,-7552.0,-79306,0,-11840.0
201,136,96,136,-91440.0,-7552.0,-79216,0,-12224.0
201,136,96,137,-91580.0,-7552.0,-78972,0,-12608.0
201,136,96,138,-91720.0,-8320.0,-78728,0,-12992.0
201,136,96,139,-91860.0,-9088.0,-78484,0,-13376.0
201,136,96,140,-92000.0,-9088.0,-78240,0,-13760.0
201,136,96,141,-92140.0,-9088.0,-77996,0,-14144.0
201,136,96,142,-92280.0,-9856.0,-77752,0,-14528.0
201,136,96,143,-92420.0,-9856.0,-77508,0,-14912.0
201,136,96,144,-92740.0,-10624.0,-77444,0,-15296.0
201,136,96,145,-92880.0,-10624.0,-77200,0,-15680.0
201,136,96,146,-93020.0,-10624.0,-76956,0,-16064.0
201,136,96,147,-93160.0,-11392.0,-76712,0,-16448.0
201,136,96,148,-93300.0,-11392.0,-76468,0,-16832.0
201,136,96,149,-92982.0,-12160.0,-75766,0,-17216.0
201,135,96,149,-92622.0,-12160.0,-75406,0,-17216.0
200,150,100,101,-80932.0,0.0,-80532,0,-400.0
200,150,100,102,-81508.0,-800.0,-80708,0,-800.0
200,150,100,103,-82084.0,-1600.0,-80884,0,-1200.0
200,150,100,104,-82660.0,-1600.0,-81060,0,-1600.0
200,150,100,105,-83236.0,-1600.0,-81236,0,-2000.0
200,150,100,106,-83812.0,-2400.0,-81412,0,-2400.0
200,150,100,107,-84388.0,-3200.0,-81588,0,-2800.0
200,150,100,108,-84964.0,-3200.0,-81764,0,-3200.0
200,150,100,109,-85540.0,-3200.0,-81940,0,-3600.0
200,150,100,110,-86116.0,-4000.0,-82116,0,-4000.0
200,150,100,111,-86692.0,-4800.0,-82292,0,-4400.0
200,150,100,112,-87268.0,-4800.0,-82468,0,-4800.0
200,150,100,113,-87312.0,-4800.0,-82112,0,-5200.0
200,150,100,112,-86984.0,-4800.0,-82184,0,-4800.0
200,150,100,113,-87380.0,-4800.0,-82180,0,-5200.0
200,150,100,114,-88032.0,-5600.0,-82432,0,-5600.0
200,150,100,115,-88332.0,-5600.0,-82332,0,-6000.0
200,150,100,116,-88728.0,-6400.0,-82328,0,-6400.0
200,149,100,116,-88800.0,-6400.0,-82400,0,-6400.0
200,149,100,117,-89452.0,-6400.0,-82652,0,-6800.0
200,149,101,117,-90352.0,-7264.0,-83084,0,-7268.0
200,149,101,118,-91008.0,-8072.0,-83336,0,-7672.0
200,149,101,119,-91664.0,-8880.0,-83588,0,-8076.0
200,149,101,120,-92320.0,-8880.0,-83840,0,-8480.0
200,149,101,121,-92436.0,-8880.0,-83552,0,-8884.0
200,149,101,122,-92584.0,-9688.0,-83296,0,-9288.0
200,149,101,123,-93236.0,-10496.0,-83544,0,-9692.0
200,149,101,124,-93732.0,-10496.0,-83636,0,-10096.0
200,149,101,125,-94228.0,-10496.0,-83728,0,-10500.0
200,149,101,126,-94724.0,-11304.0,-83820,0,-10904.0
200,149,101,127,-94968.0,-12112.0,-83660,0,-11308.0
200,149,101,128,-95036.0,-12112.0,-83324,0,-11712.0
200,149,101,129,-95104.0,-12112.0,-82988,0,-12116.0
200,149,101,130,-95348.0,-12112.0,-82828,0,-12520.0
200,149,101,131,-95748.0,-12920.0,-82824,0,-12924.0
200,149,101,132,-95992.0,-13728.0,-82664,0,-13328.0
200,149,101,133,-96236.0,-13728.0,-82504,0,-13732.0
200,149,101,134,-96840.0,-13728.0,-82704,0,-14136.0
200,149,101,135,-97084.0,-14536.0,-82544,0,-14540.0
200,149,101,136,-97152.0,-14536.0,-82208,0,-14944.0
200,149,101,137,-97396.0,-15344.0,-82048,0,-15348.0
200,149,101,138,-97640.0,-15344.0,-81888,0,-15752.0
200,149,101,139,-97884.0,-15344.0,-81728,0,-16156.0
200,149,101,140,-98284.0,-16152.0,-81724,0,-16560.0
200,149,100,140,-97228.0,-14400.0,-81228,0,-16000.0
201,149,100,140,-97068.0,-14400.0,-81068,0,-16000.0
201,149,100,141,-97308.0,-14400.0,-80908,0,-16400.0
201,149,100,142,-97548.0,-15200.0,-80748,0,-16800.0
201,149,100,143,-97788.0,-16000.0,-80588,0,-17200.0
201,149,100,144,-98028.0,-16000.0,-80428,0,-17600.0
201,149,100,145,-98268.0,-16000.0,-80268,0,-18000.0
201,149,100,145,-98108.0,-16000.0,-80108,0,-18000.0
201,149,100,146,-98348.0,-16800.0,-79948,0,-18400.0
201,149,100,147,-98588.0,-16800.0,-79788,0,-18800.0
201,149,100,148,-98828.0,-17600.0,-79628,0,-19200.0
201,149,100,149,-99068.0,-17600.0,-79468,0,-19600.0
201,149,100,150,-99668.0,-17600.0,-79668,0,-20000.0
201,149,100,151,-99908.0,-18400.0,-79508,0,-20400.0
201,149,100,152,-100148.0,-19200.0,-79348,0,-20800.0
201,149,100,153,-100388.0,-19200.0,-79188,0,-21200.0
201,149,100,154,-100628.0,-19200.0,-79028,0,-21600.0
201,149,100,155,-100868.0,-19200.0,-78868,0,-22000.0
201,149,100,156,-101108.0,-20000.0,-78708,0,-22400.0
201,149,100,157,-101260.0,-20800.0,-78460,0,-22800.0
201,149,100,158,-101412.0,-20800.0,-78212,0,-23200.0
201,149,100,159,-101476.0,-20800.0,-77876,0,-23600.0
200,149,100,159,-101140.0,-20800.0,-77540,0,-23600.0
200,149,100,160,-101204.0,-20800.0,-77204,0,-24000.0
200,149,100,161,-101268.0,-21600.0,-76868,0,-24400.0
200,150,100,101,-80932.0,0.0,-80532,0,-400.0
200,150,100,102,-81868.0,-800.0,-81068,0,-800.0
199,150,100,102,-82044.0,-800.0,-81244,0,-800.0
199,150,100,103,-82620.0,-1600.0,-81420,0,-1200.0
200,150,100,103,-82796.0,-1600.0,-81596,0,-1200.0
200,150,100,102,-82572.0,-800.0,-81772,0,-800.0
200,150,100,103,-83148.0,-1600.0,-81948,0,-1200.0
200,150,100,104,-83724.0,-1600.0,-82124,0,-1600.0
200,150,100,105,-84300.0,-1600.0,-82300,0,-2000.0
200,150,100,106,-84876.0,-2400.0,-82476,0,-2400.0
200,150,100,107,-85096.0,-3200.0,-82296,0,-2800.0
200,150,100,108,-85492.0,-3200.0,-82292,0,-3200.0
201,150,100,108,-85488.0,-3200.0,-82288,0,-3200.0
201,150,100,109,-85532.0,-3200.0,-81932,0,-3600.0
201,150,100,110,-85928.0,-4000.0,-81928,0,-4000.0
201,150,101,110,-86544.0,-5648.0,-82104,0,-4440.0
201,150,101,110,-86228.0,-5648.0,-81788,0,-4440.0
201,150,101,111,-86628.0,-5648.0,-81784,0,-4844.0
201,150,101,112,-87280.0,-5648.0,-82032,0,-5248.0
200,150,101,112,-87020.0,-5648.0,-81772,0,-5248.0
200,150,101,111,-86612.0,-5648.0,-81768,0,-4844.0
200,150,101,112,-87012.0,-5648.0,-81764,0,-5248.0
200,150,101,113,-87412.0,-6456.0,-81760,0,-5652.0
200,150,101,114,-87812.0,-7264.0,-81756,0,-6056.0
200,150,101,115,-88460.0,-7264.0,-82000,0,-6460.0
200,150,101,116,-88860.0,-7264.0,-81996,0,-6864.0
200,150,101,115,-88296.0,-7264.0,-81836,0,-6460.0
200,150,101,116,-88540.0,-7264.0,-81676,0,-6864.0
200,150,101,117,-88784.0,-7264.0,-81516,0,-7268.0
200,150,101,118,-89028.0,-8072.0,-81356,0,-7672.0
200,150,101,119,-89272.0,-8880.0,-81196,0,-8076.0
200,150,101,120,-89516.0,-8880.0,-81036,0,-8480.0
200,150,101,121,-89760.0,-8880.0,-80876,0,-8884.0
200,150,101,122,-90004.0,-9688.0,-80716,0,-9288.0
199,150,101,122,-89844.0,-9688.0,-80556,0,-9288.0
199,150,101,123,-90088.0,-10496.0,-80396,0,-9692.0
198,150,101,123,-90288.0,-10496.0,-80596,0,-9692.0
198,150,101,124,-90532.0,-10496.0,-80436,0,-10096.0
198,150,101,125,-90776.0,-10496.0,-80276,0,-10500.0
198,150,101,126,-91020.0,-11304.0,-80116,0,-10904.0
198,150,101,127,-91264.0,-12112.0,-79956,0,-11308.0
198,150,101,128,-91332.0,-12112.0,-79620,0,-11712.0
198,150,101,129,-91576.0,-12112.0,-79460,0,-12116.0
198,150,101,130,-92156.0,-12112.0,-79636,0,-12520.0
198,150,101,131,-92404.0,-12920.0,-79480,0,-12924.0
198,150,101,132,-92652.0,-13728.0,-79324,0,-13328.0
198,150,101,133,-92900.0,-13728.0,-79168,0,-13732.0
198,150,101,134,-93148.0,-13728.0,-79012,0,-14136.0
198,150,101,135,-93396.0,-14536.0,-78856,0,-14540.0
198,150,101,136,-93800.0,-14536.0,-78856,0,-14944.0
198,150,101,137,-94048.0,-15344.0,-78700,0,-15348.0
198,150,101,138,-94296.0,-15344.0,-78544,0,-15752.0
198,150,101,139,-94724.0,-15344.0,-78568,0,-16156.0
198,150,101,140,-94972.0,-16152.0,-78412,0,-16560.0
198,150,101,141,-95580.0,-16960.0,-78616,0,-16964.0
198,150,101,142,-96088.0,-16960.0,-78720,0,-17368.0
197,150,101,142,-96112.0,-16960.0,-78744,0,-17368.0
197,150,101,143,-96360.0,-16960.0,-78588,0,-17772.0
197,150,101,144,-96608.0,-16960.0,-78432,0,-18176.0
197,150,101,145,-96856.0,-17768.0,-78276,0,-18580.0
197,150,101,146,-97104.0,-18576.0,-78120,0,-18984.0
197,150,101,147,-97262.0,-18576.0,-77874,0,-19388.0
197,150,101,148,-97420.0,-18576.0,-77628,0,-19792.0
197,150,101,149,-97488.0,-18576.0,-77292,0,-20196.0
197,150,101,150,-97712.0,-19384.0,-77112,0,-20600.0
