x,y,h,w,reward,aspect-ratio,overlap,outrange,area_diff
199,150,44,44,-31232.0,-512.0,-30976,0,-256.0
198,150,44,44,-31232.0,-512.0,-30976,0,-256.0
197,150,44,44,-31232.0,-512.0,-30976,0,-256.0
196,150,44,44,-31232.0,-512.0,-30976,0,-256.0
195,150,44,44,-31232.0,-512.0,-30976,0,-256.0
194,150,44,44,-31232.0,-512.0,-30976,0,-256.0
193,150,44,44,-31232.0,-512.0,-30976,0,-256.0
192,150,44,44,-31232.0,-512.0,-30976,0,-256.0
191,150,44,44,-31232.0,-512.0,-30976,0,-256.0
190,150,44,44,-31232.0,-512.0,-30976,0,-256.0
189,150,44,44,-31232.0,-512.0,-30976,0,-256.0
188,150,44,44,-31232.0,-512.0,-30976,0,-256.0
187,150,44,44,-31232.0,-512.0,-30976,0,-256.0
187,151,44,44,-31232.0,-512.0,-30976,0,-256.0
187,152,44,44,-31232.0,-512.0,-30976,0,-256.0
187,153,44,44,-31232.0,-512.0,-30976,0,-256.0
187,153,44,43,-30704.0,-864.0,-30272,0,-432.0
186,153,44,43,-30704.0,-864.0,-30272,0,-432.0
185,153,44,43,-30704.0,-864.0,-30272,0,-432.0
184,153,44,43,-30704.0,-864.0,-30272,0,-432.0
183,153,44,43,-30704.0,-864.0,-30272,0,-432.0
182,153,44,43,-30704.0,-864.0,-30272,0,-432.0
181,153,44,43,-30618.0,-864.0,-30186,0,-432.0
180,153,44,43,-30532.0,-864.0,-30100,0,-432.0
179,153,44,43,-30361.0,-864.0,-29929,0,-432.0
178,153,44,43,-30192.0,-864.0,-29760,0,-432.0
177,153,44,43,-30025.0,-864.0,-29593,0,-432.0
176,153,44,43,-29860.0,-864.0,-29428,0,-432.0
175,153,44,43,-29696.0,-864.0,-29264,0,-432.0
174,153,44,43,-29535.0,-864.0,-29103,0,-432.0
173,153,44,43,-29376.0,-864.0,-28944,0,-432.0
172,153,44,43,-29219.0,-864.0,-28787,0,-432.0
172,153,44,44,-29572.0,-512.0,-29316,0,-256.0
171,153,44,44,-29417.0,-512.0,-29161,0,-256.0
170,153,44,44,-29264.0,-512.0,-29008,0,-256.0
169,153,44,44,-29113.0,-512.0,-28857,0,-256.0
168,153,44,44,-28964.0,-512.0,-28708,0,-256.0
167,153,44,44,-28817.0,-512.0,-28561,0,-256.0
166,153,44,44,-28672.0,-512.0,-28416,0,-256.0
165,153,44,44,-28600.0,-512.0,-28344,0,-256.0
164,153,44,44,-28370.0,-512.0,-28114,0,-256.0
163,153,44,44,-28142.0,-512.0,-27886,0,-256.0
162,153,44,44,-27916.0,-512.0,-27660,0,-256.0
161,153,44,44,-27692.0,-512.0,-27436,0,-256.0
160,153,44,44,-27470.0,-512.0,-27214,0,-256.0
159,153,44,44,-27250.0,-512.0,-26994,0,-256.0
158,153,44,44,-27032.0,-512.0,-26776,0,-256.0
157,153,44,44,-26816.0,-512.0,-26560,0,-256.0
156,153,44,44,-26602.0,-512.0,-26346,0,-256.0
155,153,44,44,-26390.0,-512.0,-26134,0,-256.0
154,153,44,44,-26180.0,-512.0,-25924,0,-256.0
153,153,44,44,-25972.0,-512.0,-25716,0,-256.0
152,153,44,44,-25766.0,-512.0,-25510,0,-256.0
151,153,44,44,-25562.0,-512.0,-25306,0,-256.0
150,153,44,44,-25360.0,-512.0,-25104,0,-256.0
149,153,44,44,-25270.0,-512.0,-25014,0,-256.0
148,153,44,44,-25070.0,-512.0,-24814,0,-256.0
147,153,44,44,-24872.0,-512.0,-24616,0,-256.0
147,153,44,43,-24500.0,-864.0,-24068,0,-432.0
147,153,43,43,-24086.0,-1208.0,-23482,0,-604.0
146,153,43,43,-23896.0,-1208.0,-23292,0,-604.0
145,153,43,43,-23810.0,-1208.0,-23206,0,-604.0
144,153,43,43,-23622.0,-1208.0,-23018,0,-604.0
143,153,43,43,-23436.0,-1208.0,-22832,0,-604.0
142,153,43,43,-23252.0,-1208.0,-22648,0,-604.0
141,153,43,43,-23166.0,-1208.0,-22562,0,-604.0
140,153,43,43,-22984.0,-1208.0,-22380,0,-604.0
139,153,43,43,-22804.0,-1208.0,-22200,0,-604.0
138,153,43,43,-22626.0,-1208.0,-22022,0,-604.0
138,153,43,44,-22712.0,-864.0,-22280,0,-432.0
137,153,43,44,-22364.0,-864.0,-21932,0,-432.0
136,153,43,44,-22018.0,-864.0,-21586,0,-432.0
135,153,43,44,-21674.0,-864.0,-21242,0,-432.0
134,153,43,44,-21416.0,-864.0,-20984,0,-432.0
133,153,43,44,-21160.0,-864.0,-20728,0,-432.0
132,153,43,44,-20906.0,-864.0,-20474,0,-432.0
131,153,43,44,-20654.0,-864.0,-20222,0,-432.0
130,153,43,44,-20404.0,-864.0,-19972,0,-432.0
129,153,43,44,-20156.0,-864.0,-19724,0,-432.0
129,153,44,44,-20406.0,-512.0,-20150,0,-256.0
128,153,44,44,-20156.0,-512.0,-19900,0,-256.0
127,153,44,44,-19908.0,-512.0,-19652,0,-256.0
126,153,44,44,-19732.0,-512.0,-19476,0,-256.0
125,153,44,44,-19486.0,-512.0,-19230,0,-256.0
124,153,44,44,-19242.0,-512.0,-18986,0,-256.0
124,152,44,44,-19088.0,-512.0,-18832,0,-256.0
123,152,44,44,-18848.0,-512.0,-18592,0,-256.0
122,152,44,44,-18610.0,-512.0,-18354,0,-256.0
121,152,44,44,-18374.0,-512.0,-18118,0,-256.0
120,152,44,44,-18140.0,-512.0,-17884,0,-256.0
119,152,44,44,-17996.0,-512.0,-17740,0,-256.0
119,153,44,44,-17996.0,-512.0,-17740,0,-256.0
118,153,44,44,-17766.0,-512.0,-17510,0,-256.0
117,153,44,44,-17450.0,-512.0,-17194,0,-256.0
116,153,44,44,-17224.0,-512.0,-16968,0,-256.0
115,153,44,44,-17000.0,-512.0,-16744,0,-256.0
114,153,44,44,-16778.0,-512.0,-16522,0,-256.0
114,153,44,44,-16755.0,-512.0,-16499,0,-256.0
113,153,44,44,-16624.0,-512.0,-16368,0,-256.0
113,153,43,44,-16394.0,-864.0,-15962,0,-432.0
113,153,42,44,-16164.0,-1552.0,-15556,0,-608.0
113,152,42,44,-16164.0,-1552.0,-15556,0,-608.0
113,151,42,44,-16120.0,-1552.0,-15512,0,-608.0
113,151,41,44,-15890.0,-2224.0,-15106,0,-784.0
112,151,41,44,-15702.0,-2224.0,-14918,0,-784.0
111,151,41,44,-15507.0,-2224.0,-14723,0,-784.0
110,151,41,44,-15314.0,-2224.0,-14530,0,-784.0
109,151,41,44,-15123.0,-2224.0,-14339,0,-784.0
109,151,41,45,-15278.0,-1896.0,-14658,0,-620.0
108,151,41,45,-15089.0,-1896.0,-14469,0,-620.0
107,151,41,45,-14902.0,-1896.0,-14282,0,-620.0
106,151,41,45,-14635.0,-1896.0,-14015,0,-620.0
105,151,41,45,-14452.0,-1896.0,-13832,0,-620.0
104,151,41,45,-14271.0,-1896.0,-13651,0,-620.0
104,151,41,44,-14092.0,-2224.0,-13308,0,-784.0
103,151,41,44,-13915.0,-2224.0,-13131,0,-784.0
102,151,41,44,-13740.0,-2224.0,-12956,0,-784.0
101,151,41,44,-13576.0,-2224.0,-12792,0,-784.0
100,151,41,44,-13412.0,-2224.0,-12628,0,-784.0
99,151,41,44,-13248.0,-2224.0,-12464,0,-784.0
98,151,41,44,-13084.0,-2224.0,-12300,0,-784.0
97,151,41,44,-12920.0,-2224.0,-12136,0,-784.0
96,151,41,44,-12756.0,-2224.0,-11972,0,-784.0
96,151,40,44,-12640.0,-2560.0,-11680,0,-960.0
95,151,40,44,-12480.0,-2560.0,-11520,0,-960.0
94,151,40,44,-12320.0,-2560.0,-11360,0,-960.0
93,151,40,44,-12160.0,-2560.0,-11200,0,-960.0
92,151,40,44,-12000.0,-2560.0,-11040,0,-960.0
91,151,40,44,-11840.0,-2560.0,-10880,0,-960.0
90,151,40,44,-11680.0,-2560.0,-10720,0,-960.0
89,151,40,44,-11440.0,-2560.0,-10480,0,-960.0
88,151,40,44,-11280.0,-2560.0,-10320,0,-960.0
87,151,40,44,-11120.0,-2560.0,-10160,0,-960.0
86,151,40,44,-10960.0,-2560.0,-10000,0,-960.0
85,151,40,44,-10800.0,-2560.0,-9840,0,-960.0
84,151,40,44,-10640.0,-2560.0,-9680,0,-960.0
