x,y,h,w,reward,aspect-ratio,overlap,outrange,area_diff
200,150,90,90,-80756.0,-800.0,-80356,0,-400.0
200,150,90,90,-80756.0,-800.0,-80356,0,-400.0
200,150,91,90,-81476.0,-800.0,-80716,0,-760.0
200,150,91,90,-81476.0,-800.0,-80716,0,-760.0
200,150,91,90,-81476.0,-800.0,-80716,0,-760.0
200,150,91,90,-81476.0,-800.0,-80716,0,-760.0
200,150,91,90,-81476.0,-800.0,-80716,0,-760.0
200,150,91,90,-81476.0,-800.0,-80716,0,-760.0
200,150,91,90,-81476.0,-800.0,-80716,0,-760.0
200,150,91,90,-81164.0,-800.0,-80404,0,-760.0
200,150,91,90,-81164.0,-800.0,-80404,0,-760.0
200,150,91,90,-81164.0,-800.0,-80404,0,-760.0
200,150,91,90,-80912.0,-800.0,-80152,0,-760.0
199,150,91,90,-80660.0,-800.0,-79900,0,-760.0
198,150,91,90,-80408.0,-800.0,-79648,0,-760.0
198,150,91,89,-79680.0,-80.0,-79284,0,-396.0
197,150,91,89,-79348.0,-80.0,-78952,0,-396.0
196,150,91,89,-79192.0,-80.0,-78796,0,-396.0
195,150,91,89,-79036.0,-80.0,-78640,0,-396.0
194,150,91,89,-78880.0,-80.0,-78484,0,-396.0
193,150,91,89,-78724.0,-80.0,-78328,0,-396.0
192,150,91,89,-78568.0,-80.0,-78172,0,-396.0
191,150,91,89,-78568.0,-80.0,-78172,0,-396.0
190,150,91,89,-78412.0,-80.0,-78016,0,-396.0
189,150,91,89,-78256.0,-80.0,-77860,0,-396.0
188,150,91,89,-78100.0,-80.0,-77704,0,-396.0
187,150,91,89,-77618.0,-80.0,-77222,0,-396.0
186,150,91,89,-77138.0,-80.0,-76742,0,-396.0
185,150,91,89,-76420.0,-80.0,-76024,0,-396.0
184,150,91,89,-76096.0,-80.0,-75700,0,-396.0
184,150,92,89,-76952.0,-80.0,-76200,0,-752.0
183,150,92,89,-76625.0,-80.0,-75873,0,-752.0
183,150,92,88,-76106.0,-640.0,-75722,0,-384.0
183,149,92,88,-76256.0,-640.0,-75872,0,-384.0
183,149,92,87,-75560.0,-1360.0,-75544,0,-16.0
183,148,92,87,-75610.0,-1360.0,-75594,0,-16.0
182,148,92,87,-75156.0,-1360.0,-75140,0,-16.0
181,148,92,87,-74702.0,-1360.0,-74686,0,-16.0
180,148,92,87,-74064.0,-1360.0,-74048,0,-16.0
179,148,92,87,-73550.0,-1360.0,-73534,0,-16.0
178,148,92,87,-72912.0,-1360.0,-72896,0,-16.0
179,148,92,87,-72934.0,-1360.0,-72918,0,-16.0
178,148,92,87,-72296.0,-1360.0,-72280,0,-16.0
177,148,92,87,-71883.0,-1360.0,-71867,0,-16.0
176,148,92,87,-71614.0,-1360.0,-71598,0,-16.0
175,148,92,87,-71345.0,-1360.0,-71329,0,-16.0
174,148,92,87,-70968.0,-1360.0,-70952,0,-16.0
174,148,91,87,-70758.0,-2056.0,-70426,0,-332.0
173,148,91,87,-70386.0,-2056.0,-70054,0,-332.0
172,148,91,87,-70016.0,-2056.0,-69684,0,-332.0
171,148,91,87,-69648.0,-2056.0,-69316,0,-332.0
170,148,91,87,-69282.0,-2056.0,-68950,0,-332.0
169,148,91,87,-68918.0,-2056.0,-68586,0,-332.0
168,148,91,87,-68556.0,-2056.0,-68224,0,-332.0
167,148,91,87,-68196.0,-2056.0,-67864,0,-332.0
166,148,91,87,-68068.0,-2056.0,-67736,0,-332.0
165,148,91,87,-67710.0,-2056.0,-67378,0,-332.0
164,148,91,87,-67354.0,-2056.0,-67022,0,-332.0
163,148,91,87,-66824.0,-2056.0,-66492,0,-332.0
162,148,91,87,-66300.0,-2056.0,-65968,0,-332.0
161,148,91,87,-65768.0,-2056.0,-65436,0,-332.0
160,148,91,87,-65260.0,-2056.0,-64928,0,-332.0
159,148,91,87,-64548.0,-2056.0,-64216,0,-332.0
158,148,91,87,-63838.0,-2056.0,-63506,0,-332.0
157,148,91,87,-63007.0,-2056.0,-62675,0,-332.0
157,148,92,87,-63136.0,-1360.0,-63120,0,-16.0
156,148,92,87,-62424.0,-1360.0,-62408,0,-16.0
155,148,92,87,-61714.0,-1360.0,-61698,0,-16.0
154,148,92,87,-61006.0,-1360.0,-60990,0,-16.0
153,148,92,87,-60472.0,-1360.0,-60456,0,-16.0
153,148,91,87,-59991.0,-2056.0,-59659,0,-332.0
152,148,91,87,-59176.0,-2056.0,-58844,0,-332.0
151,148,91,87,-58482.0,-2056.0,-58150,0,-332.0
150,148,91,87,-57976.0,-2056.0,-57644,0,-332.0
149,148,91,87,-57466.0,-2056.0,-57134,0,-332.0
148,148,91,87,-56958.0,-2056.0,-56626,0,-332.0
147,148,91,87,-56452.0,-2056.0,-56120,0,-332.0
146,148,91,87,-55948.0,-2056.0,-55616,0,-332.0
145,148,91,87,-55446.0,-2056.0,-55114,0,-332.0
144,148,91,87,-55122.0,-2056.0,-54790,0,-332.0
143,148,91,87,-54624.0,-2056.0,-54292,0,-332.0
142,148,91,87,-54128.0,-2056.0,-53796,0,-332.0
141,148,91,87,-53804.0,-2056.0,-53472,0,-332.0
140,148,91,87,-53310.0,-2056.0,-52978,0,-332.0
139,148,91,87,-52818.0,-2056.0,-52486,0,-332.0
138,148,91,87,-52202.0,-2056.0,-51870,0,-332.0
138,147,91,87,-52125.0,-2056.0,-51793,0,-332.0
137,147,91,87,-51638.0,-2056.0,-51306,0,-332.0
137,148,91,87,-51536.0,-2056.0,-51204,0,-332.0
136,148,91,87,-51052.0,-2056.0,-50720,0,-332.0
135,148,91,87,-50752.0,-2056.0,-50420,0,-332.0
134,148,91,87,-50272.0,-2056.0,-49940,0,-332.0
133,148,91,87,-49794.0,-2056.0,-49462,0,-332.0
132,148,91,87,-49176.0,-2056.0,-48844,0,-332.0
131,148,91,87,-48702.0,-2056.0,-48370,0,-332.0
130,148,91,87,-48230.0,-2056.0,-47898,0,-332.0
129,148,91,87,-47760.0,-2056.0,-47428,0,-332.0
128,148,91,87,-47292.0,-2056.0,-46960,0,-332.0
127,148,91,87,-47008.0,-2056.0,-46676,0,-332.0
126,148,91,87,-46368.0,-2056.0,-46036,0,-332.0
125,148,91,87,-45730.0,-2056.0,-45398,0,-332.0
124,148,91,87,-45422.0,-2056.0,-45090,0,-332.0
123,148,91,87,-44962.0,-2056.0,-44630,0,-332.0
122,148,91,87,-44328.0,-2056.0,-43996,0,-332.0
121,148,91,87,-43886.0,-2056.0,-43554,0,-332.0
120,148,91,87,-43432.0,-2056.0,-43100,0,-332.0
119,148,91,87,-42980.0,-2056.0,-42648,0,-332.0
119,147,91,87,-42923.0,-2056.0,-42591,0,-332.0
118,147,91,87,-42638.0,-2056.0,-42306,0,-332.0
117,147,91,87,-42191.0,-2056.0,-41859,0,-332.0
116,147,91,87,-41746.0,-2056.0,-41414,0,-332.0
115,147,91,87,-41160.0,-2056.0,-40828,0,-332.0
114,147,91,87,-40719.0,-2056.0,-40387,0,-332.0
113,147,91,87,-40280.0,-2056.0,-39948,0,-332.0
112,147,91,87,-39679.0,-2056.0,-39347,0,-332.0
111,147,91,87,-39244.0,-2056.0,-38912,0,-332.0
110,147,91,87,-38712.0,-2056.0,-38380,0,-332.0
109,147,91,87,-38184.0,-2056.0,-37852,0,-332.0
108,147,91,87,-37660.0,-2056.0,-37328,0,-332.0
108,148,91,87,-37589.0,-2056.0,-37257,0,-332.0
107,148,91,87,-37070.0,-2056.0,-36738,0,-332.0
106,148,91,87,-36555.0,-2056.0,-36223,0,-332.0
105,148,91,87,-36044.0,-2056.0,-35712,0,-332.0
104,148,91,87,-35361.0,-2056.0,-35029,0,-332.0
103,148,91,87,-34858.0,-2056.0,-34526,0,-332.0
102,148,91,87,-34451.0,-2056.0,-34119,0,-332.0
101,148,91,87,-33954.0,-2056.0,-33622,0,-332.0
100,148,91,87,-33461.0,-2056.0,-33129,0,-332.0
99,148,91,87,-32972.0,-2056.0,-32640,0,-332.0
98,148,91,87,-32487.0,-2056.0,-32155,0,-332.0
99,148,91,87,-32640.0,-2056.0,-32308,0,-332.0
98,148,91,87,-32245.0,-2056.0,-31913,0,-332.0
97,148,91,87,-31852.0,-2056.0,-31520,0,-332.0
96,148,91,87,-31461.0,-2056.0,-31129,0,-332.0
95,148,91,87,-31072.0,-2056.0,-30740,0,-332.0
94,148,91,87,-30685.0,-2056.0,-30353,0,-332.0
93,148,91,87,-30355.0,-2056.0,-30023,0,-332.0
92,148,91,87,-29802.0,-2056.0,-29470,0,-332.0
91,148,91,87,-29420.0,-2056.0,-29088,0,-332.0
90,148,91,87,-29040.0,-2056.0,-28708,0,-332.0
89,148,91,87,-28713.0,-2056.0,-28381,0,-332.0
88,148,91,87,-28336.0,-2056.0,-28004,0,-332.0
87,148,91,87,-27886.0,-2056.0,-27554,0,-332.0
86,148,91,87,-27696.0,-2056.0,-27182,-182,-332.0
85,148,91,87,-27508.0,-2056.0,-26812,-364,-332.0
84,148,91,87,-27322.0,-2056.0,-26444,-546,-332.0
83,148,91,87,-27138.0,-2056.0,-26078,-728,-332.0
82,148,91,87,-26956.0,-2056.0,-25714,-910,-332.0
81,148,91,87,-26776.0,-2056.0,-25352,-1092,-332.0
80,148,91,87,-26454.0,-2056.0,-24848,-1274,-332.0
79,148,91,87,-26278.0,-2056.0,-24490,-1456,-332.0
78,148,91,87,-26104.0,-2056.0,-24134,-1638,-332.0
77,148,91,87,-25932.0,-2056.0,-23780,-1820,-332.0
76,148,91,87,-25762.0,-2056.0,-23428,-2002,-332.0
75,148,91,87,-25594.0,-2056.0,-23078,-2184,-332.0
75,149,91,87,-25623.0,-2056.0,-23107,-2184,-332.0
74,149,91,87,-25456.0,-2056.0,-22758,-2366,-332.0
74,149,91,86,-25291.0,-3456.0,-22411,-2184,-696.0
73,149,91,86,-25128.0,-3456.0,-22066,-2366,-696.0
72,149,91,86,-24967.0,-3456.0,-21723,-2548,-696.0
71,149,91,86,-24808.0,-3456.0,-21382,-2730,-696.0
70,149,91,86,-24651.0,-3456.0,-21043,-2912,-696.0
69,149,91,86,-24440.0,-3456.0,-20650,-3094,-696.0
68,149,91,86,-24288.0,-3456.0,-20316,-3276,-696.0
67,149,91,86,-24138.0,-3456.0,-19984,-3458,-696.0
66,149,91,86,-23848.0,-3456.0,-19512,-3640,-696.0
65,149,91,86,-23754.0,-3456.0,-19236,-3822,-696.0
64,149,91,86,-23676.0,-3456.0,-18976,-4004,-696.0
63,149,91,86,-23716.0,-3456.0,-18834,-4186,-696.0
62,149,91,86,-23416.0,-3456.0,-18352,-4368,-696.0
62,150,91,86,-23615.0,-3456.0,-18551,-4368,-696.0
62,150,90,86,-24010.0,-3456.0,-18650,-4320,-1040.0
61,150,90,86,-24050.0,-3456.0,-18510,-4500,-1040.0
60,150,90,86,-23930.0,-3456.0,-18210,-4680,-1040.0
59,150,90,86,-23970.0,-3456.0,-18070,-4860,-1040.0
58,150,90,86,-24150.0,-3456.0,-18070,-5040,-1040.0
57,150,90,86,-24190.0,-3456.0,-17930,-5220,-1040.0
56,150,90,86,-24230.0,-3456.0,-17790,-5400,-1040.0
55,150,90,86,-24270.0,-3456.0,-17650,-5580,-1040.0
54,150,90,86,-24310.0,-3456.0,-17510,-5760,-1040.0
53,150,90,86,-24363.0,-3456.0,-17383,-5940,-1040.0
52,150,90,86,-24402.0,-3456.0,-17242,-6120,-1040.0
51,150,90,86,-24582.0,-3456.0,-17242,-6300,-1040.0
50,150,90,86,-24621.0,-3456.0,-17101,-6480,-1040.0
49,150,90,86,-24660.0,-3456.0,-16960,-6660,-1040.0
48,150,90,86,-24539.0,-3456.0,-16659,-6840,-1040.0
47,150,90,86,-24578.0,-3456.0,-16518,-7020,-1040.0
46,150,90,86,-24617.0,-3456.0,-16377,-7200,-1040.0
45,150,90,86,-24656.0,-3456.0,-16236,-7380,-1040.0
44,150,90,86,-24695.0,-3456.0,-16095,-7560,-1040.0
